month,ts,record_type,KWH,meter_id
2,20220203124500,MEPMD01,0.3354,2141779855
2,20220202173000,MEPMD01,0.33,2141779855
2,20220228194500,MEPMD01,0.384,2141779855
2,20220212081500,MEPMD01,0.477,2141779855
2,20220206081500,MEPMD01,0.3234,2141779855
2,20220210130000,MEPMD01,0.3048,2141779855
2,20220222044500,MEPMD01,0.3378,2141779855
2,20220207044500,MEPMD01,0.348,2141779855
2,20220221190000,MEPMD01,0.4746,2141779855
2,20220204094500,MEPMD01,0.3534,2141779855
2,20220218210000,MEPMD01,0.4728,2141779855
2,20220220101500,MEPMD01,0.339,2141779855
2,20220217180000,MEPMD01,0.3252,2141779855
2,20220202033000,MEPMD01,0.3756,2141779855
2,20220224074500,MEPMD01,0.2796,2141779855
2,20220206024500,MEPMD01,0.3216,2141779855
2,20220215003000,MEPMD01,0.4098,2141779855
2,20220213194500,MEPMD01,0.4392,2141779855
2,20220210154500,MEPMD01,0.2934,2141779855
2,20220216171500,MEPMD01,0.2802,2141779855
2,20220224214500,MEPMD01,0.3732,2141779855
2,20220211111500,MEPMD01,0.4416,2141779855
2,20220222163000,MEPMD01,0.3816,2141779855
2,20220225103000,MEPMD01,0.363,2141779855
2,20220201154500,MEPMD01,0.2826,2141779855
2,20220216081500,MEPMD01,0.2772,2141779855
2,20220217211500,MEPMD01,0.414,2141779855
2,20220227031500,MEPMD01,0.3312,2141779855
2,20220201120000,MEPMD01,0.4044,2141779855
2,20220228143000,MEPMD01,0.3282,2141779855
2,20220210001500,MEPMD01,0.3768,2141779855
2,20220227163000,MEPMD01,0.3294,2141779855
2,20220208200000,MEPMD01,0.4626,2141779855
2,20220214111500,MEPMD01,0.3702,2141779855
2,20220210020000,MEPMD01,0.3402,2141779855
2,20220216044500,MEPMD01,0.3702,2141779855
2,20220221011500,MEPMD01,0.3288,2141779855
2,20220207111500,MEPMD01,0.4002,2141779855
2,20220211060000,MEPMD01,0.3228,2141779855
2,20220205003000,MEPMD01,0.4416,2141779855
2,20220205221500,MEPMD01,0.42,2141779855
2,20220219173000,MEPMD01,0.3792,2141779855
2,20220228041500,MEPMD01,0.3792,2141779855
2,20220216054500,MEPMD01,0.3504,2141779855
2,20220224231500,MEPMD01,0.3936,2141779855
2,20220219233000,MEPMD01,0.4434,2141779855
2,20220216061500,MEPMD01,0.441,2141779855
2,20220201121500,MEPMD01,0.6192,2141779855
2,20220222053000,MEPMD01,0.3528,2141779855
2,20220209180000,MEPMD01,0.273,2141779855
2,20220219054500,MEPMD01,0.3462,2141779855
2,20220205031500,MEPMD01,0.3774,2141779855
2,20220221114500,MEPMD01,0.2976,2141779855
2,20220203121500,MEPMD01,0.3702,2141779855
2,20220208154500,MEPMD01,0.3234,2141779855
2,20220219044500,MEPMD01,0.3522,2141779855
2,20220220111500,MEPMD01,0.3306,2141779855
2,20220219144500,MEPMD01,0.3552,2141779855
2,20220214161500,MEPMD01,0.3738,2141779855
2,20220217234500,MEPMD01,0.3876,2141779855
2,20220223063000,MEPMD01,0.3474,2141779855
2,20220214173000,MEPMD01,0.3636,2141779855
2,20220205200000,MEPMD01,0.4278,2141779855
2,20220219043000,MEPMD01,0.3378,2141779855
2,20220221014500,MEPMD01,0.3366,2141779855
2,20220219204500,MEPMD01,0.4632,2141779855
2,20220218183000,MEPMD01,0.2928,2141779855
2,20220210101500,MEPMD01,0.2958,2141779855
2,20220218053000,MEPMD01,0.3354,2141779855
2,20220211151500,MEPMD01,0.3972,2141779855
2,20220209214500,MEPMD01,0.3264,2141779855
2,20220223041500,MEPMD01,0.3414,2141779855
2,20220220133000,MEPMD01,0.3234,2141779855
2,20220216000000,MEPMD01,0.3678,2141779855
2,20220216063000,MEPMD01,0.5226,2141779855
2,20220215014500,MEPMD01,0.369,2141779855
2,20220225153000,MEPMD01,0.3,2141779855
2,20220203164500,MEPMD01,0.3996,2141779855
2,20220225063000,MEPMD01,0.3696,2141779855
2,20220205083000,MEPMD01,0.3144,2141779855
2,20220214124500,MEPMD01,0.5496,2141779855
2,20220209220000,MEPMD01,0.3414,2141779855
2,20220209144500,MEPMD01,0.3438,2141779855
2,20220208053000,MEPMD01,0.426,2141779855
2,20220207064500,MEPMD01,0.3288,2141779855
2,20220228183000,MEPMD01,0.6072,2141779855
2,20220215161500,MEPMD01,0.3438,2141779855
2,20220215113000,MEPMD01,0.399,2141779855
2,20220219061500,MEPMD01,0.327,2141779855
2,20220201204500,MEPMD01,0.4104,2141779855
2,20220223011500,MEPMD01,0.3726,2141779855
2,20220208234500,MEPMD01,0.441,2141779855
2,20220211233000,MEPMD01,0.4056,2141779855
2,20220201214500,MEPMD01,0.3708,2141779855
2,20220203140000,MEPMD01,0.39,2141779855
2,20220211071500,MEPMD01,0.2874,2141779855
2,20220213233000,MEPMD01,0.4164,2141779855
2,20220223120000,MEPMD01,0.3156,2141779855
2,20220222051500,MEPMD01,0.3132,2141779855
2,20220207113000,MEPMD01,0.402,2141779855
2,20220213224500,MEPMD01,0.3972,2141779855
2,20220215171500,MEPMD01,0.3138,2141779855
2,20220210204500,MEPMD01,0.3756,2141779855
2,20220225173000,MEPMD01,0.264,2141779855
2,20220218234500,MEPMD01,0.426,2141779855
2,20220214231500,MEPMD01,0.4218,2141779855
2,20220206191500,MEPMD01,0.4986,2141779855
2,20220213020000,MEPMD01,0.3888,2141779855
2,20220208220000,MEPMD01,0.5022,2141779855
2,20220228090000,MEPMD01,0.3018,2141779855
2,20220203204500,MEPMD01,0.456,2141779855
2,20220223201500,MEPMD01,0.4212,2141779855
2,20220221004500,MEPMD01,0.321,2141779855
2,20220220180000,MEPMD01,0.3174,2141779855
2,20220220100000,MEPMD01,0.324,2141779855
2,20220221003000,MEPMD01,0.3036,2141779855
2,20220219100000,MEPMD01,0.4122,2141779855
2,20220225171500,MEPMD01,0.3,2141779855
2,20220213223000,MEPMD01,0.4686,2141779855
2,20220209200000,MEPMD01,0.3924,2141779855
2,20220217020000,MEPMD01,0.4476,2141779855
2,20220219164500,MEPMD01,0.3426,2141779855
2,20220224094500,MEPMD01,0.2484,2141779855
2,20220212033000,MEPMD01,0.3528,2141779855
2,20220212001500,MEPMD01,0.4248,2141779855
2,20220222164500,MEPMD01,0.3498,2141779855
2,20220210013000,MEPMD01,0.3636,2141779855
2,20220219153000,MEPMD01,0.3186,2141779855
2,20220212103000,MEPMD01,0.3864,2141779855
2,20220208021500,MEPMD01,0.4434,2141779855
2,20220224230000,MEPMD01,0.393,2141779855
2,20220220220000,MEPMD01,0.3732,2141779855
2,20220217031500,MEPMD01,0.4752,2141779855
2,20220208043000,MEPMD01,0.33,2141779855
2,20220206234500,MEPMD01,0.3888,2141779855
2,20220202120000,MEPMD01,0.3912,2141779855
2,20220214051500,MEPMD01,0.3696,2141779855
2,20220219033000,MEPMD01,0.345,2141779855
2,20220228210000,MEPMD01,0.3894,2141779855
2,20220215143000,MEPMD01,0.3888,2141779855
2,20220226134500,MEPMD01,0.3828,2141779855
2,20220219174500,MEPMD01,0.3486,2141779855
2,20220203090000,MEPMD01,0.2934,2141779855
2,20220214100000,MEPMD01,0.5202,2141779855
2,20220203213000,MEPMD01,0.4848,2141779855
2,20220217203000,MEPMD01,0.4566,2141779855
2,20220205101500,MEPMD01,0.297,2141779855
2,20220205104500,MEPMD01,0.3114,2141779855
2,20220201140000,MEPMD01,0.3168,2141779855
2,20220208044500,MEPMD01,0.3306,2141779855
2,20220205004500,MEPMD01,0.3798,2141779855
2,20220218190000,MEPMD01,0.3306,2141779855
2,20220210121500,MEPMD01,0.444,2141779855
2,20220203104500,MEPMD01,0.3648,2141779855
2,20220202123000,MEPMD01,0.5226,2141779855
2,20220207060000,MEPMD01,0.36,2141779855
2,20220201003000,MEPMD01,0.4386,2141779855
2,20220205161500,MEPMD01,0.3732,2141779855
2,20220208173000,MEPMD01,0.3576,2141779855
2,20220210041500,MEPMD01,0.33,2141779855
2,20220220214500,MEPMD01,0.3552,2141779855
2,20220202130000,MEPMD01,0.4794,2141779855
2,20220205040000,MEPMD01,0.3642,2141779855
2,20220219224500,MEPMD01,0.3984,2141779855
2,20220226160000,MEPMD01,0.3372,2141779855
2,20220210224500,MEPMD01,0.4278,2141779855
2,20220209194500,MEPMD01,0.3408,2141779855
2,20220201030000,MEPMD01,0.3906,2141779855
2,20220223040000,MEPMD01,0.3528,2141779855
2,20220204073000,MEPMD01,0.3798,2141779855
2,20220224171500,MEPMD01,0.252,2141779855
2,20220203080000,MEPMD01,0.324,2141779855
2,20220224040000,MEPMD01,0.3546,2141779855
2,20220228130000,MEPMD01,0.3744,2141779855
2,20220209013000,MEPMD01,0.3852,2141779855
2,20220205154500,MEPMD01,0.309,2141779855
2,20220206021500,MEPMD01,0.3426,2141779855
2,20220211213000,MEPMD01,0.4914,2141779855
2,20220208023000,MEPMD01,0.369,2141779855
2,20220204063000,MEPMD01,0.3852,2141779855
2,20220217204500,MEPMD01,0.4056,2141779855
2,20220219203000,MEPMD01,0.4896,2141779855
2,20220228053000,MEPMD01,0.3294,2141779855
2,20220202001500,MEPMD01,0.4056,2141779855
2,20220210200000,MEPMD01,0.3456,2141779855
2,20220222013000,MEPMD01,0.3648,2141779855
2,20220211054500,MEPMD01,0.3228,2141779855
2,20220210164500,MEPMD01,0.3606,2141779855
2,20220203051500,MEPMD01,0.3678,2141779855
2,20220224194500,MEPMD01,0.3774,2141779855
2,20220208204500,MEPMD01,0.4134,2141779855
2,20220211203000,MEPMD01,0.4272,2141779855
2,20220213214500,MEPMD01,0.4296,2141779855
2,20220204124500,MEPMD01,0.5058,2141779855
2,20220202133000,MEPMD01,0.3474,2141779855
2,20220209023000,MEPMD01,0.381,2141779855
2,20220223101500,MEPMD01,0.3456,2141779855
2,20220210064500,MEPMD01,0.4008,2141779855
2,20220223084500,MEPMD01,0.33,2141779855
2,20220205171500,MEPMD01,0.3102,2141779855
2,20220217181500,MEPMD01,0.3594,2141779855
2,20220225120000,MEPMD01,0.3402,2141779855
2,20220228164500,MEPMD01,0.3558,2141779855
2,20220205234500,MEPMD01,0.3732,2141779855
2,20220214224500,MEPMD01,0.4104,2141779855
2,20220224011500,MEPMD01,0.3486,2141779855
2,20220213053000,MEPMD01,0.3642,2141779855
2,20220208131500,MEPMD01,0.3516,2141779855
2,20220204190000,MEPMD01,0.4056,2141779855
2,20220214234500,MEPMD01,0.3852,2141779855
2,20220213094500,MEPMD01,0.3198,2141779855
2,20220224034500,MEPMD01,0.3372,2141779855
2,20220206013000,MEPMD01,0.3456,2141779855
2,20220228073000,MEPMD01,0.3036,2141779855
2,20220228104500,MEPMD01,0.5118,2141779855
2,20220228010000,MEPMD01,0.4056,2141779855
2,20220215084500,MEPMD01,0.3426,2141779855
2,20220225233000,MEPMD01,0.3642,2141779855
2,20220223090000,MEPMD01,0.2766,2141779855
2,20220207120000,MEPMD01,0.264,2141779855
2,20220203031500,MEPMD01,0.3642,2141779855
2,20220201024500,MEPMD01,0.3966,2141779855
2,20220206104500,MEPMD01,0.39,2141779855
2,20220204020000,MEPMD01,0.3888,2141779855
2,20220209150000,MEPMD01,0.4044,2141779855
2,20220218214500,MEPMD01,0.5406,2141779855
2,20220212073000,MEPMD01,0.3372,2141779855
2,20220204151500,MEPMD01,0.4566,2141779855
2,20220208011500,MEPMD01,0.414,2141779855
2,20220206181500,MEPMD01,0.342,2141779855
2,20220201014500,MEPMD01,0.3972,2141779855
2,20220223140000,MEPMD01,0.4122,2141779855
2,20220220131500,MEPMD01,0.3066,2141779855
2,20220211130000,MEPMD01,0.405,2141779855
2,20220207031500,MEPMD01,0.3648,2141779855
2,20220212234500,MEPMD01,0.3822,2141779855
2,20220224131500,MEPMD01,0.369,2141779855
2,20220217214500,MEPMD01,0.4218,2141779855
2,20220208111500,MEPMD01,0.3954,2141779855
2,20220210211500,MEPMD01,0.3744,2141779855
2,20220214113000,MEPMD01,0.3426,2141779855
2,20220228003000,MEPMD01,0.423,2141779855
2,20220208020000,MEPMD01,0.3948,2141779855
2,20220209080000,MEPMD01,0.3192,2141779855
2,20220227141500,MEPMD01,0.4254,2141779855
2,20220205011500,MEPMD01,0.3978,2141779855
2,20220214230000,MEPMD01,0.51,2141779855
2,20220225113000,MEPMD01,0.3726,2141779855
2,20220217061500,MEPMD01,0.363,2141779855
2,20220212070000,MEPMD01,0.3546,2141779855
2,20220221071500,MEPMD01,0.3432,2141779855
2,20220224133000,MEPMD01,0.3486,2141779855
2,20220202131500,MEPMD01,0.3408,2141779855
2,20220213103000,MEPMD01,0.3696,2141779855
2,20220203150000,MEPMD01,0.3756,2141779855
2,20220220141500,MEPMD01,0.3444,2141779855
2,20220213033000,MEPMD01,0.375,2141779855
2,20220224041500,MEPMD01,0.363,2141779855
2,20220212193000,MEPMD01,0.5358,2141779855
2,20220218061500,MEPMD01,0.3294,2141779855
2,20220226234500,MEPMD01,0.3366,2141779855
2,20220213230000,MEPMD01,0.4434,2141779855
2,20220218113000,MEPMD01,0.3936,2141779855
2,20220228180000,MEPMD01,0.3138,2141779855
2,20220211043000,MEPMD01,0.3612,2141779855
2,20220213180000,MEPMD01,0.276,2141779855
2,20220223004500,MEPMD01,0.3594,2141779855
2,20220215151500,MEPMD01,0.4344,2141779855
2,20220223191500,MEPMD01,0.3282,2141779855
2,20220204084500,MEPMD01,0.4422,2141779855
2,20220221221500,MEPMD01,0.4452,2141779855
2,20220220064500,MEPMD01,0.345,2141779855
2,20220211053000,MEPMD01,0.3546,2141779855
2,20220210171500,MEPMD01,0.2598,2141779855
2,20220210190000,MEPMD01,0.3372,2141779855
2,20220210010000,MEPMD01,0.3486,2141779855
2,20220228123000,MEPMD01,0.3732,2141779855
2,20220217144500,MEPMD01,0.3588,2141779855
2,20220225163000,MEPMD01,0.3006,2141779855
2,20220223061500,MEPMD01,0.3978,2141779855
2,20220204134500,MEPMD01,0.516,2141779855
2,20220224111500,MEPMD01,0.4488,2141779855
2,20220220044500,MEPMD01,0.396,2141779855
2,20220219141500,MEPMD01,0.2904,2141779855
2,20220207093000,MEPMD01,0.3108,2141779855
2,20220208093000,MEPMD01,0.3498,2141779855
2,20220219034500,MEPMD01,0.342,2141779855
2,20220208144500,MEPMD01,0.3798,2141779855
2,20220214003000,MEPMD01,0.4122,2141779855
2,20220216233000,MEPMD01,0.4866,2141779855
2,20220218131500,MEPMD01,0.3984,2141779855
2,20220221034500,MEPMD01,0.4428,2141779855
2,20220218133000,MEPMD01,0.4014,2141779855
2,20220205051500,MEPMD01,0.4176,2141779855
2,20220224081500,MEPMD01,0.2934,2141779855
2,20220203110000,MEPMD01,0.3432,2141779855
2,20220227211500,MEPMD01,0.4254,2141779855
2,20220207001500,MEPMD01,0.3726,2141779855
2,20220225134500,MEPMD01,0.2718,2141779855
2,20220225064500,MEPMD01,0.33,2141779855
2,20220214000000,MEPMD01,0.4056,2141779855
2,20220228000000,MEPMD01,0.39,2141779855
2,20220211173000,MEPMD01,0.4044,2141779855
2,20220226060000,MEPMD01,0.3324,2141779855
2,20220226013000,MEPMD01,0.3852,2141779855
2,20220206000000,MEPMD01,0.3996,2141779855
2,20220207013000,MEPMD01,0.3768,2141779855
2,20220219114500,MEPMD01,0.3168,2141779855
2,20220222174500,MEPMD01,0.351,2141779855
2,20220202214500,MEPMD01,0.4218,2141779855
2,20220213001500,MEPMD01,0.3732,2141779855
2,20220225041500,MEPMD01,0.3504,2141779855
2,20220226050000,MEPMD01,0.402,2141779855
2,20220219103000,MEPMD01,0.3852,2141779855
2,20220214084500,MEPMD01,0.336,2141779855
2,20220209193000,MEPMD01,0.3168,2141779855
2,20220212021500,MEPMD01,0.3852,2141779855
2,20220207063000,MEPMD01,0.435,2141779855
2,20220208164500,MEPMD01,0.3492,2141779855
2,20220201041500,MEPMD01,0.3936,2141779855
2,20220203113000,MEPMD01,0.366,2141779855
2,20220225010000,MEPMD01,0.351,2141779855
2,20220209130000,MEPMD01,0.2784,2141779855
2,20220205134500,MEPMD01,0.432,2141779855
2,20220206111500,MEPMD01,0.3624,2141779855
2,20220217013000,MEPMD01,0.4182,2141779855
2,20220215080000,MEPMD01,0.4398,2141779855
2,20220226113000,MEPMD01,0.3456,2141779855
2,20220213011500,MEPMD01,0.39,2141779855
2,20220212014500,MEPMD01,0.3804,2141779855
2,20220211070000,MEPMD01,0.3114,2141779855
2,20220221030000,MEPMD01,0.3468,2141779855
2,20220225181500,MEPMD01,0.4596,2141779855
2,20220212230000,MEPMD01,0.3624,2141779855
2,20220202041500,MEPMD01,0.3576,2141779855
2,20220222211500,MEPMD01,0.4002,2141779855
2,20220211194500,MEPMD01,0.453,2141779855
2,20220224120000,MEPMD01,0.5646,2141779855
2,20220201021500,MEPMD01,0.381,2141779855
2,20220224033000,MEPMD01,0.3324,2141779855
2,20220214091500,MEPMD01,0.3192,2141779855
2,20220208141500,MEPMD01,0.324,2141779855
2,20220202191500,MEPMD01,0.3672,2141779855
2,20220223110000,MEPMD01,0.333,2141779855
2,20220226143000,MEPMD01,0.3342,2141779855
2,20220215134500,MEPMD01,0.4818,2141779855
2,20220204144500,MEPMD01,0.5184,2141779855
2,20220212223000,MEPMD01,0.3918,2141779855
2,20220202000000,MEPMD01,0.4062,2141779855
2,20220203001500,MEPMD01,0.411,2141779855
2,20220212060000,MEPMD01,0.402,2141779855
2,20220214101500,MEPMD01,0.5682,2141779855
2,20220219014500,MEPMD01,0.3612,2141779855
2,20220212071500,MEPMD01,0.3252,2141779855
2,20220225224500,MEPMD01,0.4056,2141779855
2,20220212131500,MEPMD01,0.369,2141779855
2,20220204211500,MEPMD01,0.4728,2141779855
2,20220220000000,MEPMD01,0.4152,2141779855
2,20220207043000,MEPMD01,0.351,2141779855
2,20220215123000,MEPMD01,0.5496,2141779855
2,20220205000000,MEPMD01,0.3936,2141779855
2,20220201114500,MEPMD01,0.3354,2141779855
2,20220226040000,MEPMD01,0.3546,2141779855
2,20220209064500,MEPMD01,0.3954,2141779855
2,20220228111500,MEPMD01,0.3702,2141779855
2,20220207070000,MEPMD01,0.4218,2141779855
2,20220213054500,MEPMD01,0.3888,2141779855
2,20220216220000,MEPMD01,0.5418,2141779855
2,20220205023000,MEPMD01,0.3714,2141779855
2,20220204173000,MEPMD01,0.288,2141779855
2,20220205180000,MEPMD01,0.3096,2141779855
2,20220216074500,MEPMD01,0.3102,2141779855
2,20220227070000,MEPMD01,0.2808,2141779855
2,20220226023000,MEPMD01,0.3666,2141779855
2,20220212143000,MEPMD01,0.3666,2141779855
2,20220212153000,MEPMD01,0.3414,2141779855
2,20220201064500,MEPMD01,0.3432,2141779855
2,20220209183000,MEPMD01,0.5736,2141779855
2,20220222000000,MEPMD01,0.381,2141779855
2,20220202110000,MEPMD01,0.3786,2141779855
2,20220217023000,MEPMD01,0.4464,2141779855
2,20220210003000,MEPMD01,0.3492,2141779855
2,20220219111500,MEPMD01,0.3288,2141779855
2,20220228211500,MEPMD01,0.3774,2141779855
2,20220204163000,MEPMD01,0.4926,2141779855
2,20220216151500,MEPMD01,0.3072,2141779855
2,20220203144500,MEPMD01,0.384,2141779855
2,20220228031500,MEPMD01,0.3672,2141779855
2,20220222121500,MEPMD01,0.3174,2141779855
2,20220202230000,MEPMD01,0.429,2141779855
2,20220228070000,MEPMD01,0.3144,2141779855
2,20220210110000,MEPMD01,0.4176,2141779855
2,20220210174500,MEPMD01,0.4038,2141779855
2,20220221184500,MEPMD01,0.408,2141779855
2,20220218010000,MEPMD01,0.3426,2141779855
2,20220203190000,MEPMD01,0.4128,2141779855
2,20220202010000,MEPMD01,0.39,2141779855
2,20220213124500,MEPMD01,0.4446,2141779855
2,20220213130000,MEPMD01,0.4596,2141779855
2,20220217191500,MEPMD01,0.405,2141779855
2,20220223000000,MEPMD01,0.402,2141779855
2,20220226101500,MEPMD01,0.384,2141779855
2,20220202190000,MEPMD01,0.4338,2141779855
2,20220211131500,MEPMD01,0.4152,2141779855
2,20220208101500,MEPMD01,0.381,2141779855
2,20220207030000,MEPMD01,0.351,2141779855
2,20220205151500,MEPMD01,0.3702,2141779855
2,20220202071500,MEPMD01,0.3594,2141779855
2,20220225210000,MEPMD01,0.4344,2141779855
2,20220227111500,MEPMD01,0.402,2141779855
2,20220211024500,MEPMD01,0.375,2141779855
2,20220215051500,MEPMD01,0.354,2141779855
2,20220204204500,MEPMD01,0.4896,2141779855
2,20220215121500,MEPMD01,0.4428,2141779855
2,20220210103000,MEPMD01,0.3162,2141779855
2,20220201084500,MEPMD01,0.3828,2141779855
2,20220206131500,MEPMD01,0.4164,2141779855
2,20220228181500,MEPMD01,0.3804,2141779855
2,20220225013000,MEPMD01,0.3402,2141779855
2,20220226103000,MEPMD01,0.4002,2141779855
2,20220206183000,MEPMD01,0.5028,2141779855
2,20220223214500,MEPMD01,0.4158,2141779855
2,20220205021500,MEPMD01,0.381,2141779855
2,20220207133000,MEPMD01,0.3006,2141779855
2,20220220221500,MEPMD01,0.3552,2141779855
2,20220221164500,MEPMD01,0.3192,2141779855
2,20220214121500,MEPMD01,0.435,2141779855
2,20220226183000,MEPMD01,0.5316,2141779855
2,20220227110000,MEPMD01,0.4914,2141779855
2,20220206230000,MEPMD01,0.375,2141779855
2,20220206113000,MEPMD01,0.3504,2141779855
2,20220211160000,MEPMD01,0.4476,2141779855
2,20220227000000,MEPMD01,0.3216,2141779855
2,20220216084500,MEPMD01,0.2862,2141779855
2,20220221124500,MEPMD01,0.3036,2141779855
2,20220219053000,MEPMD01,0.321,2141779855
2,20220203004500,MEPMD01,0.3432,2141779855
2,20220202080000,MEPMD01,0.2814,2141779855
2,20220222120000,MEPMD01,0.2928,2141779855
2,20220201070000,MEPMD01,0.3468,2141779855
2,20220216031500,MEPMD01,0.3642,2141779855
2,20220222021500,MEPMD01,0.3504,2141779855
2,20220211014500,MEPMD01,0.4206,2141779855
2,20220208063000,MEPMD01,0.3912,2141779855
2,20220202234500,MEPMD01,0.4038,2141779855
2,20220211153000,MEPMD01,0.3852,2141779855
2,20220213173000,MEPMD01,0.2886,2141779855
2,20220211084500,MEPMD01,0.2664,2141779855
2,20220227124500,MEPMD01,0.3666,2141779855
2,20220214031500,MEPMD01,0.3606,2141779855
2,20220227090000,MEPMD01,0.411,2141779855
2,20220216204500,MEPMD01,0.4614,2141779855
2,20220203111500,MEPMD01,0.3894,2141779855
2,20220201161500,MEPMD01,0.333,2141779855
2,20220209001500,MEPMD01,0.4914,2141779855
2,20220209210000,MEPMD01,0.375,2141779855
2,20220226034500,MEPMD01,0.357,2141779855
2,20220220050000,MEPMD01,0.39,2141779855
2,20220209054500,MEPMD01,0.2928,2141779855
2,20220214050000,MEPMD01,0.4308,2141779855
2,20220206144500,MEPMD01,0.4128,2141779855
2,20220225044500,MEPMD01,0.3174,2141779855
2,20220218123000,MEPMD01,0.4908,2141779855
2,20220218050000,MEPMD01,0.3312,2141779855
2,20220227134500,MEPMD01,0.3462,2141779855
2,20220222114500,MEPMD01,0.3672,2141779855
2,20220206133000,MEPMD01,0.4602,2141779855
2,20220218160000,MEPMD01,0.4464,2141779855
2,20220212023000,MEPMD01,0.42,2141779855
2,20220209004500,MEPMD01,0.3966,2141779855
2,20220201091500,MEPMD01,0.3816,2141779855
2,20220202111500,MEPMD01,0.3588,2141779855
2,20220228001500,MEPMD01,0.387,2141779855
2,20220211010000,MEPMD01,0.366,2141779855
2,20220209124500,MEPMD01,0.3174,2141779855
2,20220226094500,MEPMD01,0.327,2141779855
2,20220224010000,MEPMD01,0.3972,2141779855
2,20220214080000,MEPMD01,0.3486,2141779855
2,20220225110000,MEPMD01,0.3906,2141779855
2,20220206020000,MEPMD01,0.3552,2141779855
2,20220216153000,MEPMD01,0.261,2141779855
2,20220218001500,MEPMD01,0.3582,2141779855
2,20220225234500,MEPMD01,0.3636,2141779855
2,20220205071500,MEPMD01,0.3156,2141779855
2,20220204031500,MEPMD01,0.3894,2141779855
2,20220225213000,MEPMD01,0.4446,2141779855
2,20220207211500,MEPMD01,0.4374,2141779855
2,20220221154500,MEPMD01,0.318,2141779855
2,20220224071500,MEPMD01,0.2772,2141779855
2,20220212221500,MEPMD01,0.4098,2141779855
2,20220227024500,MEPMD01,0.3228,2141779855
2,20220209173000,MEPMD01,0.2778,2141779855
2,20220205160000,MEPMD01,0.2766,2141779855
2,20220204090000,MEPMD01,0.3372,2141779855
2,20220207234500,MEPMD01,0.507,2141779855
2,20220226053000,MEPMD01,0.3312,2141779855
2,20220221194500,MEPMD01,0.396,2141779855
2,20220226173000,MEPMD01,0.4344,2141779855
2,20220204034500,MEPMD01,0.3612,2141779855
2,20220224191500,MEPMD01,0.4074,2141779855
2,20220219071500,MEPMD01,0.2892,2141779855
2,20220225104500,MEPMD01,0.3912,2141779855
2,20220204154500,MEPMD01,0.4902,2141779855
2,20220204223000,MEPMD01,0.4722,2141779855
2,20220211124500,MEPMD01,0.5592,2141779855
2,20220215233000,MEPMD01,0.345,2141779855
2,20220203230000,MEPMD01,0.5196,2141779855
2,20220202144500,MEPMD01,0.3462,2141779855
2,20220219190000,MEPMD01,0.5652,2141779855
2,20220211044500,MEPMD01,0.4386,2141779855
2,20220213203000,MEPMD01,0.4122,2141779855
2,20220208090000,MEPMD01,0.3378,2141779855
2,20220224184500,MEPMD01,0.5136,2141779855
2,20220206204500,MEPMD01,0.4068,2141779855
2,20220201011500,MEPMD01,0.417,2141779855
2,20220224013000,MEPMD01,0.333,2141779855
2,20220212154500,MEPMD01,0.333,2141779855
2,20220209111500,MEPMD01,0.3582,2141779855
2,20220215074500,MEPMD01,0.3666,2141779855
2,20220227051500,MEPMD01,0.375,2141779855
2,20220221160000,MEPMD01,0.468,2141779855
2,20220202134500,MEPMD01,0.411,2141779855
2,20220202011500,MEPMD01,0.384,2141779855
2,20220227183000,MEPMD01,0.4614,2141779855
2,20220212151500,MEPMD01,0.3384,2141779855
2,20220212121500,MEPMD01,0.3678,2141779855
2,20220222150000,MEPMD01,0.2994,2141779855
2,20220222024500,MEPMD01,0.3486,2141779855
2,20220223070000,MEPMD01,0.3132,2141779855
2,20220215011500,MEPMD01,0.372,2141779855
2,20220220083000,MEPMD01,0.2988,2141779855
2,20220207094500,MEPMD01,0.2556,2141779855
2,20220219151500,MEPMD01,0.2886,2141779855
2,20220211093000,MEPMD01,0.3402,2141779855
2,20220216024500,MEPMD01,0.345,2141779855
2,20220211121500,MEPMD01,0.3828,2141779855
2,20220213190000,MEPMD01,0.4188,2141779855
2,20220201000000,MEPMD01,0.4434,2141779855
2,20220203130000,MEPMD01,0.3804,2141779855
2,20220227114500,MEPMD01,0.3462,2141779855
2,20220203000000,MEPMD01,0.3942,2141779855
2,20220201203000,MEPMD01,0.4572,2141779855
2,20220226054500,MEPMD01,0.4446,2141779855
2,20220225111500,MEPMD01,0.429,2141779855
2,20220226180000,MEPMD01,0.3072,2141779855
2,20220206171500,MEPMD01,0.2868,2141779855
2,20220217190000,MEPMD01,0.4002,2141779855
2,20220222104500,MEPMD01,0.423,2141779855
2,20220203084500,MEPMD01,0.411,2141779855
2,20220217163000,MEPMD01,0.3516,2141779855
2,20220226031500,MEPMD01,0.3432,2141779855
2,20220225061500,MEPMD01,0.3408,2141779855
2,20220226233000,MEPMD01,0.3534,2141779855
2,20220219060000,MEPMD01,0.348,2141779855
2,20220214053000,MEPMD01,0.3594,2141779855
2,20220207223000,MEPMD01,0.426,2141779855
2,20220225124500,MEPMD01,0.4776,2141779855
2,20220211001500,MEPMD01,0.3942,2141779855
2,20220219213000,MEPMD01,0.4284,2141779855
2,20220223134500,MEPMD01,0.375,2141779855
2,20220204004500,MEPMD01,0.4218,2141779855
2,20220217094500,MEPMD01,0.4248,2141779855
2,20220207073000,MEPMD01,0.297,2141779855
2,20220227233000,MEPMD01,0.4056,2141779855
